,listing_id,id,review_date,reviewer_id,reviewer_name,comments,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,review_year,review_month,review_day
303265,16411420,228534767,2018-01-20,66614103,Ziroli,Very nice host. He even fixed the coffee machine in the morning to get me started.,Chambre en plein ville de Lausanne,107469676,Dennis,Lausanne,Lausanne,46.52458266366478,6.627509188258113,Private room,48,2018,01,20
303280,16418572,126369501,2017-01-11,103319430,Laura,"Super accueil de Brigitte qui est une personne très sympathique, qui connaît beaucoup de choses et qui aime les partager. La maison est très belle, très accessible et la chambre très confortable. Mon séjour chez elle a été très agréable.",Cocoon,40832111,Brigitte,Jura-Nord vaudois,Fontaines-sur-Grandson,46.83566,6.620010000000001,Private room,30,2017,01,11
303290,16418572,127967212,2017-01-22,14323832,Albane,"Merci à Brigitte d'avoir accueilli mon ami russe avec autant de gentillesse malgré une grosse grippe !!! Tout s'est magnifiquement bien passé, je recommande Brigitte !",Cocoon,40832111,Brigitte,Jura-Nord vaudois,Fontaines-sur-Grandson,46.83566,6.620010000000001,Private room,30,2017,01,22
303420,16418572,225023766,2018-01-05,162004714,Lionel,"Parfait accueil,  jolie maison bien équipée ... Tout est bien pour une semaine reposante.  merci!",Cocoon,40832111,Brigitte,Jura-Nord vaudois,Fontaines-sur-Grandson,46.83566,6.620010000000001,Private room,30,2018,01,05
303490,16418572,366175687,2019-01-02,24138391,Pacifique,"Cocooning place,  if you expect for walking around, hiking, skiing, nice sightseeings etc
None shall expect working in the room at least (one shall take care of his back-gesture while using a laptop or writing for a long moment).
The host knows well the local food-cooking so,  why not asking her a payed evening dinner! If you enjoy chilling, talking this is the good place.
Simply enjoy and let it be.",Cocoon,40832111,Brigitte,Jura-Nord vaudois,Fontaines-sur-Grandson,46.83566,6.620010000000001,Private room,30,2019,01,02
303500,16418572,400179800,2019-01-11,235257700,Louis,Chambre chaleureuse et un endroit très calme et reposant,Cocoon,40832111,Brigitte,Jura-Nord vaudois,Fontaines-sur-Grandson,46.83566,6.620010000000001,Private room,30,2019,01,11
303660,16418572,593856664,2020-01-17,188019637,Danae,"N’ayant pas pu finalement aller dormir chez Brigitte car j’ai du annuler pour raison personnelle, j’ai trouvé Brigitte très rapide et très chaleureuse et accueillante au travers de nos échanges. Je recommande et souhaite aller une prochaine y dormir !",Cocoon,40832111,Brigitte,Jura-Nord vaudois,Fontaines-sur-Grandson,46.83566,6.620010000000001,Private room,30,2020,01,17
303680,16421789,128919669,2017-01-28,108987621,David,The host canceled this reservation 40 days before arrival. This is an automated posting.,Beautiful central Lausanne 1-bedroom apartment,32139750,Shahriar,Lausanne,Lausanne,46.52588,6.62345,Entire home/apt,103,2017,01,28
304060,16425871,365374538,2019-01-01,225211587,Morgan,"Accueil très chaleureux, appartement parfaitement propre, hôtes toujours disponibles en cas de besoins, vue exceptionnelle ! Excellente adresse !","Lausanne, short walk from the lake.",1406216,Eduardo,Lausanne,Lausanne,46.51873,6.61005,Entire home/apt,112,2019,01,01
304090,16437715,125807246,2017-01-07,108988421,Cindy,The host canceled this reservation 205 days before arrival. This is an automated posting.,#001 Big house in the vineyards with lake view.,4818418,Jasmina,Morges,Etoy,46.48383,6.4111,Entire home/apt,690,2017,01,07
304225,16437715,226550364,2018-01-11,82065873,Ronald,Nice house,#001 Big house in the vineyards with lake view.,4818418,Jasmina,Morges,Etoy,46.48383,6.4111,Entire home/apt,690,2018,01,11
304234,16437715,229902013,2018-01-26,31561068,Rachel,Très jolie maison avec une vue magnifique. Très propre et bien aménagée. Spacieuse et confortable. Beatrice nous a très bien renseignés et accueillis. Nous avons passé un excellent séjour. ,#001 Big house in the vineyards with lake view.,4818418,Jasmina,Morges,Etoy,46.48383,6.4111,Entire home/apt,690,2018,01,26
304243,16437715,230175266,2018-01-27,76376890,Lobna,"La maison est tel que sur les photos, avec une magnifique vue sur le lac. Parfait pour un court séjours comme un long. La salon et la salle à manger sont très spacieux. Le salon est ma partie favorite de la maison parce qu’il est grand et parfait pour un groupe d’environ 10 personnes. Je vous recommande cette maison plus que n’importe laquelle de La région. Merci infiniment Jasmina",#001 Big house in the vineyards with lake view.,4818418,Jasmina,Morges,Etoy,46.48383,6.4111,Entire home/apt,690,2018,01,27
304477,16437715,402104364,2019-01-17,230001171,Rebecca,"This house is a little outside the city of Lausanne, but so worth the distance. The view of the Geneva lake, the mountains and the vineyard are amazing! Etoy has a wonderful charm to it. We thoroughly enjoyed the hotel/restaurant, Auberge Communale. You can walk there from the home. Anja and her family are very kind and accommodating. Hope to stay here again in the future!",#001 Big house in the vineyards with lake view.,4818418,Jasmina,Morges,Etoy,46.48383,6.4111,Entire home/apt,690,2019,01,17
304486,16437715,405571136,2019-01-27,119125232,Dana,"Anja’s house was amazingly beautiful! Location was stunning with lake a 30 min walk away. Very spacious house, many beds, and with a great atmosphere and view of the alps! Anja was great at replying so quickly and at keeping the place very clean before getting there. She made it very easy to communicate everything to her.",#001 Big house in the vineyards with lake view.,4818418,Jasmina,Morges,Etoy,46.48383,6.4111,Entire home/apt,690,2019,01,27
304842,16439326,228562294,2018-01-20,45981373,Marine,Un endroit parfait pour séjourner à Nyon,Nyon Hostel,107800504,Nyon Hostel,Nyon,Nyon,46.39161,6.2321599999999995,Shared room,34,2018,01,20
304982,16439326,367601134,2019-01-05,155737631,Laura,"Très propre et calme, auberge idéalement situé par rapport à mes besoins. Petit déjeuner simple mais bon",Nyon Hostel,107800504,Nyon Hostel,Nyon,Nyon,46.39161,6.2321599999999995,Shared room,34,2019,01,05
304992,16439326,400150410,2019-01-11,123453117,Dominic,Fantastic Hostel. Super clean and great hospitality. I would highly recommend it.,Nyon Hostel,107800504,Nyon Hostel,Nyon,Nyon,46.39161,6.2321599999999995,Shared room,34,2019,01,11
305002,16439326,404730403,2019-01-25,57544328,Anne-Lise,"Superbe auberge de jeunesse, la meilleure que j’ai pu faire ! On se croirait à l’hôtel. Les bâtiments sont neufs, les chambres sont spacieuses. Chacun lit dispose d’un casier que l’on ouvre avec son badge. Le casier comporte des prises avant de laisser charger son téléphone en toute sécurité. Chaque lit dispose de deux prises et d’un lumière. Les douches sont très propres et spacieuses avec un compartiment pour pouvoir poser ses affaires sans qu’elles soient mouillés. Il en est de même pour la cuisine, très spacieuse, très bien agencée, elle ne manque de rien ! Enfin le petit déjeuner est un joli plus, il est gratuit et se compose de toast, pain frais, yaourt, céréales, beurre, confiture, jus et boissons chaudes. 
L’auberge est très calme, et très bien isolée ! Ce qui permet de dormir en toute tranquillité ! Je ne peux que vous la recommander !!",Nyon Hostel,107800504,Nyon Hostel,Nyon,Nyon,46.39161,6.2321599999999995,Shared room,34,2019,01,25
305142,16439326,593559552,2020-01-16,267276140,Julien Et Nathalie,"Très propre, agréable a y passer quelques jours, staff sympa.",Nyon Hostel,107800504,Nyon Hostel,Nyon,Nyon,46.39161,6.2321599999999995,Shared room,34,2020,01,16
305322,16451458,368140089,2019-01-06,129686684,Manoloo,Un Grand Merci a Vous Pour ce Magnifique séjour nous avons été très bien accueilli l’apparteme Est Nickel rien a dire et l’hôtes tres a l’écoute je recommande vraiment.,Very luminous penthouse apartment,4954412,Thibault,Morges,Cossonay,46.61414,6.50478,Entire home/apt,100,2019,01,06
305372,16453234,229152784,2018-01-22,165585539,Salvadora Luisa,"Accueil naturel,sympathique ,vous faites partie de la famille.
Très propre et joyeux.","Spacieux Appartement sous gare
chambre 18m2",83080479,Adel,Lausanne,Lausanne,46.51525,6.628939999999999,Private room,51,2018,01,22
305444,16453234,406606642,2019-01-30,5868027,Mei,The location is excellent and the room is quiet.  Amid is a very friendly and helpful host.   Thank you.,"Spacieux Appartement sous gare
chambre 18m2",83080479,Adel,Lausanne,Lausanne,46.51525,6.628939999999999,Private room,51,2019,01,30
305452,16453234,406911988,2019-01-31,56968183,Teresa,"Super close to the train station. Nice, clean and quiet room. Amid is a nice and very polite host","Spacieux Appartement sous gare
chambre 18m2",83080479,Adel,Lausanne,Lausanne,46.51525,6.628939999999999,Private room,51,2019,01,31
305692,16453234,591063117,2020-01-10,18447724,Giovanna,Belle grande  chambre très bien située et incroyablement calme.,"Spacieux Appartement sous gare
chambre 18m2",83080479,Adel,Lausanne,Lausanne,46.51525,6.628939999999999,Private room,51,2020,01,10
305700,16453234,593535660,2020-01-16,295612833,Callum,"Adel was a friendly but discreet host. The apartment is spacious, with a high ceiling and tall windows, and very well located. The bathroom is shared, but this is reflected in the price. Overall, a good place to stay if you’re looking for a central base from which to explore Lausanne and the region.","Spacieux Appartement sous gare
chambre 18m2",83080479,Adel,Lausanne,Lausanne,46.51525,6.628939999999999,Private room,51,2020,01,16
306011,16473675,228876238,2018-01-21,130236137,Rebi,"We had a nice stay, the only problem was the parking. We had to pay for interior parking which was quite expensive. ",Appartement une chambre et cuisine équipée fermée,34197921,Catherine,Lausanne,Lausanne,46.52596,6.62495,Entire home/apt,52,2018,01,21
306191,16473675,367117587,2019-01-04,37107826,Sylvie,"Studio très agréable, pas trop loin de la gare et à proximité également du centre ville. Tout se fait à pied. On se sent comme à la maison. Je recommande cet hébergement tout-à-fait conforme à la description.",Appartement une chambre et cuisine équipée fermée,34197921,Catherine,Lausanne,Lausanne,46.52596,6.62495,Entire home/apt,52,2019,01,04
306381,16473675,594831192,2020-01-19,29930324,David,"Appartement très agréable, confortable et parfaitement propre. 
L’appartement est très bien situé, en centre ville et plutôt proche de la gare.
Catherine est très réactive et très arrangeante. 
Le rapport qualité/prix est sans aucun doute un des meilleurs pour la ville de Lausanne.",Appartement une chambre et cuisine équipée fermée,34197921,Catherine,Lausanne,Lausanne,46.52596,6.62495,Entire home/apt,52,2020,01,19
306591,16520068,125903834,2017-01-08,31410209,Doctor,"L'appartamento è sicuramente molto caldo, personale ed originale. Si sente che è vissuto e si respira un'aria accogliente.  La posizione è ottima. Stefanie è molto accogliente e premurosa.","In the heart of Lausanne, a place to be.",84420375,Stéphanie,Lausanne,Lausanne,46.52362,6.632510000000001,Private room,67,2017,01,08
306601,16520068,127121300,2017-01-16,58175843,Aram,"Stéphanie was a very friendly, attentive host who met me at the train station, showed me around Lausanne and provided the occasional meal for me. She was always checking to make sure I had everything I needed. This flat is probably better for those vacationing than on a work trip, because the only work space is out in the common area. The bed was very comfortable!","In the heart of Lausanne, a place to be.",84420375,Stéphanie,Lausanne,Lausanne,46.52362,6.632510000000001,Private room,67,2017,01,16
306611,16520068,127686143,2017-01-20,7221476,Coline,"Bon séjour chez Stéphanie qui a un très bel appart avec une vue magnifique et peu commune. La déco est chaleureuse, autant que l'hôtesse ! Tout s'est bien passé et Stéphanie s'est montrée très flexible sur les horaires. Attention aux allergiques, il y a un chat dans l'appart !","In the heart of Lausanne, a place to be.",84420375,Stéphanie,Lausanne,Lausanne,46.52362,6.632510000000001,Private room,67,2017,01,20
306621,16520068,128866655,2017-01-28,102707418,Nadia,"La posizione dell’abitazione è ottima, molto centrale e vicinissima ai mezzi di trasporto (raggiungibile dalla stazione dei treni in sole 3 fermate di metro, 5 minuti). L'appartamento è sicuramente molto caldo, personale ed originale. 
Stephanie è molto accogliente e premurosa. Questa sistemazione è probabilmente più adatta a chi si trova a Losanna in vacanza e non per lavoro, in quanto l’unico spazio adatto al lavoro ed allo studio si trova nell’area comune.  Al momento della prenotazione in realtà le condizioni dichiarate erano diverse (dal sito si evinceva l’affitto dell’intero appartamento e  non solo della camera in un appartamento condiviso), tuttavia quando ha dovuto, per motivi contingenti, modificare la disponibilità dell’intero alloggio, Stephanie è stata disposta a prolungare la durata del soggiorno, quando, per motivi di trasporto, ho dovuto rimandare la partenza di un giorno.  Inoltre, ha accettato la permanenza di una persona in più (mio marito) per 2 notti.
","In the heart of Lausanne, a place to be.",84420375,Stéphanie,Lausanne,Lausanne,46.52362,6.632510000000001,Private room,67,2017,01,28
306951,16520068,230856515,2018-01-29,23850230,Jacques,"S'il y à une adresse à connaître à Lausanne... c'est Chez Stéphanie!
Situation idéal, calme et tranquillité sont ici les règles. 
Situation idéale pour découvrir Lausanne et profiter de la ville.
N'hésitez pas, allez y!
Mériterait des étoiles au fameux guide rouge... !!!
A bientôt, Stéphanie!","In the heart of Lausanne, a place to be.",84420375,Stéphanie,Lausanne,Lausanne,46.52362,6.632510000000001,Private room,67,2018,01,29
307261,16520068,401842889,2019-01-16,33083558,Xiaoshan,Stéphanie is a very nice host :) our stay was really pleasant,"In the heart of Lausanne, a place to be.",84420375,Stéphanie,Lausanne,Lausanne,46.52362,6.632510000000001,Private room,67,2019,01,16
307431,16520068,593223110,2020-01-15,258137025,Mathilde,C’était génial :),"In the heart of Lausanne, a place to be.",84420375,Stéphanie,Lausanne,Lausanne,46.52362,6.632510000000001,Private room,67,2020,01,15
307727,16528270,124909580,2017-01-03,15589639,Charles Darius,"Our stay was fantastic. They took incredible good care of us. The apartment is very clean, spacious and relaxing. Natural daylight is great. 
The location of the house in the middle of the vineyard is lovely. 
We would have loved staying longer and will definitely stay there again if we come back in the region. 
Thanks!
",Antagnes near Ollon and near Villars,108437291,Hilary,Aigle,Ollon,46.276985470576506,7.014975358260387,Entire home/apt,200,2017,01,03
307745,16528270,223972701,2018-01-02,89602027,Mela,"Hilary and David were extraordinary friendly. We really enjoyed staying at their House, there was a comfortable atmosphere the whole time. The neighbourhood with its direct view on the Mountains is astonishing. They gave us worthy tips for really beautiful spots, where you also can go for skiing, hiking and sleding. And on top you have a lovely bonus with their private Jacuzzi. We are absolutely recommending their place! :))",Antagnes near Ollon and near Villars,108437291,Hilary,Aigle,Ollon,46.276985470576506,7.014975358260387,Entire home/apt,200,2018,01,02
308047,16532385,366299012,2019-01-02,16245713,Stéphanie,"Appartement charmant et très cosy. On se sent comme à la maison. Très bien situé, proche du centre du village, des commerces et de la gare. On sort de la maison, on peut directement partir en randonnée, et sans voiture c est un immense atout. Nous avons apprécié le calme , la tranquillité et la propreté. Merci France de partager votre  petit coin de paradis où on a qu une  envie celle d y revenir.",Bright and Cozy apartment in Center of Town,108751674,France,Riviera-Pays-d'Enhaut,Château-d'Oex,46.475570000000005,7.13535,Entire home/apt,95,2019,01,02
308217,16532385,588813883,2020-01-05,7346064,Pitch,"Appartement chaleureux et très confortable, idéalement situé, proche des petits commerces. Très bon point de départ pour visiter la région. Nous y avons passé quelques jours ensoleillés plus qu’agréables. Merci pour tout!",Bright and Cozy apartment in Center of Town,108751674,France,Riviera-Pays-d'Enhaut,Château-d'Oex,46.475570000000005,7.13535,Entire home/apt,95,2020,01,05
